gd, mm, dd, it, volume, hist_volume, weather
3,9,29,14,13,12 8 15 9 16 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,14,5,4 6 3 3 2 5,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,15,6,3 7 9 10 10 16,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,15,25,9 19 12 13 21 18,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,15,12,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,15,11,8 15 9 16 12 13,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,15,6,6 3 3 2 5 5,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,16,5,7 9 10 10 16 6,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,16,28,19 12 13 21 18 25,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,16,9,12 12 12 12 12 12,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,16,16,15 9 16 12 13 11,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,16,14,3 3 2 5 5 6,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,17,4,9 10 10 16 6 5,100.79 101.29 44.875 5.1 21.6 96.0 0.4
1,9,29,17,28,12 13 21 18 25 28,100.79 101.29 44.875 5.1 21.6 96.0 0.4
2,9,29,17,11,12 12 12 12 12 9,100.79 101.29 44.875 5.1 21.6 96.0 0.4
3,9,29,17,17,9 16 12 13 11 16,100.79 101.29 44.875 5.1 21.6 96.0 0.4
4,9,29,17,12,3 2 5 5 6 14,100.79 101.29 44.875 5.1 21.6 96.0 0.4
0,9,29,18,4,10 10 16 6 5 4,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,18,32,13 21 18 25 28 28,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,18,15,12 12 12 12 9 11,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,18,23,16 12 13 11 16 17,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,18,16,2 5 5 6 14 12,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,19,9,10 16 6 5 4 4,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,19,36,21 18 25 28 28 32,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,19,14,12 12 12 9 11 15,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,19,41,12 13 11 16 17 23,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,19,25,5 5 6 14 12 16,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,20,18,16 6 5 4 4 9,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,20,54,18 25 28 28 32 36,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,20,32,12 12 9 11 15 14,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,20,75,13 11 16 17 23 41,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,20,32,5 6 14 12 16 25,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,21,25,6 5 4 4 9 18,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,21,48,25 28 28 32 36 54,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,21,68,12 9 11 15 14 32,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,21,100,11 16 17 23 41 75,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,21,48,6 14 12 16 25 32,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,22,30,5 4 4 9 18 25,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,22,58,28 28 32 36 54 48,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,22,72,9 11 15 14 32 68,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,22,116,16 17 23 41 75 100,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,22,55,14 12 16 25 32 48,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,23,30,4 4 9 18 25 30,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,23,83,28 32 36 54 48 58,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,23,88,11 15 14 32 68 72,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,23,121,17 23 41 75 100 116,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,23,60,12 16 25 32 48 55,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,24,41,4 9 18 25 30 30,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,24,97,32 36 54 48 58 83,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,24,105,15 14 32 68 72 88,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,24,149,23 41 75 100 116 121,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,24,103,16 25 32 48 55 60,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,25,48,9 18 25 30 30 41,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,25,102,36 54 48 58 83 97,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,25,99,14 32 68 72 88 105,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,25,141,41 75 100 116 121 149,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,25,105,25 32 48 55 60 103,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,26,50,18 25 30 30 41 48,100.64 101.14 44.375 6.9 21.0 95.0 0.1
1,9,29,26,122,54 48 58 83 97 102,100.64 101.14 44.375 6.9 21.0 95.0 0.1
2,9,29,26,114,32 68 72 88 105 99,100.64 101.14 44.375 6.9 21.0 95.0 0.1
3,9,29,26,145,75 100 116 121 149 141,100.64 101.14 44.375 6.9 21.0 95.0 0.1
4,9,29,26,123,32 48 55 60 103 105,100.64 101.14 44.375 6.9 21.0 95.0 0.1
0,9,29,27,47,25 30 30 41 48 50,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,27,97,48 58 83 97 102 122,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,27,117,68 72 88 105 99 114,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,27,128,100 116 121 149 141 145,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,27,130,48 55 60 103 105 123,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,28,40,30 30 41 48 50 47,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,28,113,58 83 97 102 122 97,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,28,102,72 88 105 99 114 117,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,28,106,116 121 149 141 145 128,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,28,111,55 60 103 105 123 130,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,29,48,30 41 48 50 47 40,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,29,83,83 97 102 122 97 113,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,29,82,88 105 99 114 117 102,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,29,105,121 149 141 145 128 106,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,29,121,60 103 105 123 130 111,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,30,56,41 48 50 47 40 48,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,30,101,97 102 122 97 113 83,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,30,82,105 99 114 117 102 82,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,30,126,149 141 145 128 106 105,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,30,80,103 105 123 130 111 121,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,31,51,48 50 47 40 48 56,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,31,98,102 122 97 113 83 101,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,31,85,99 114 117 102 82 82,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,31,117,141 145 128 106 105 126,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,31,91,105 123 130 111 121 80,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,32,40,50 47 40 48 56 51,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,32,114,122 97 113 83 101 98,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,32,80,114 117 102 82 82 85,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,32,97,145 128 106 105 126 117,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,32,77,123 130 111 121 80 91,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,33,39,47 40 48 56 51 40,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,33,71,97 113 83 101 98 114,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,33,48,117 102 82 82 85 80,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,33,95,128 106 105 126 117 97,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,33,85,130 111 121 80 91 77,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,34,41,40 48 56 51 40 39,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,34,72,113 83 101 98 114 71,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,34,45,102 82 82 85 80 48,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,34,95,106 105 126 117 97 95,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,34,81,111 121 80 91 77 85,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,35,36,48 56 51 40 39 41,100.64 101.14 44.5 4.0 20.6 96.0 1.4
1,9,29,35,83,83 101 98 114 71 72,100.64 101.14 44.5 4.0 20.6 96.0 1.4
2,9,29,35,62,82 82 85 80 48 45,100.64 101.14 44.5 4.0 20.6 96.0 1.4
3,9,29,35,100,105 126 117 97 95 95,100.64 101.14 44.5 4.0 20.6 96.0 1.4
4,9,29,35,68,121 80 91 77 85 81,100.64 101.14 44.5 4.0 20.6 96.0 1.4
0,9,29,36,35,56 51 40 39 41 36,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,36,100,101 98 114 71 72 83,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,36,69,82 85 80 48 45 62,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,36,88,126 117 97 95 95 100,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,36,97,80 91 77 85 81 68,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,37,35,51 40 39 41 36 35,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,37,83,98 114 71 72 83 100,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,37,78,85 80 48 45 62 69,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,37,92,117 97 95 95 100 88,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,37,83,91 77 85 81 68 97,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,38,43,40 39 41 36 35 35,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,38,93,114 71 72 83 100 83,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,38,75,80 48 45 62 69 78,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,38,94,97 95 95 100 88 92,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,38,94,77 85 81 68 97 83,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,39,50,39 41 36 35 35 43,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,39,74,71 72 83 100 83 93,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,39,69,48 45 62 69 78 75,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,39,101,95 95 100 88 92 94,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,39,83,85 81 68 97 83 94,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,40,24,41 36 35 35 43 50,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,40,83,72 83 100 83 93 74,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,40,66,45 62 69 78 75 69,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,40,129,95 100 88 92 94 101,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,40,76,81 68 97 83 94 83,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,41,43,36 35 35 43 50 24,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,41,77,83 100 83 93 74 83,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,41,75,62 69 78 75 69 66,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,41,111,100 88 92 94 101 129,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,41,95,68 97 83 94 83 76,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,42,48,35 35 43 50 24 43,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,42,78,100 83 93 74 83 77,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,42,66,69 78 75 69 66 75,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,42,125,88 92 94 101 129 111,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,42,98,97 83 94 83 76 95,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,43,43,35 43 50 24 43 48,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,43,66,83 93 74 83 77 78,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,43,67,78 75 69 66 75 66,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,43,110,92 94 101 129 111 125,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,43,84,83 94 83 76 95 98,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,44,55,43 50 24 43 48 43,100.76 101.26 1.25 3.1 20.3 97.0 1.5
1,9,29,44,91,93 74 83 77 78 66,100.76 101.26 1.25 3.1 20.3 97.0 1.5
2,9,29,44,64,75 69 66 75 66 67,100.76 101.26 1.25 3.1 20.3 97.0 1.5
3,9,29,44,82,94 101 129 111 125 110,100.76 101.26 1.25 3.1 20.3 97.0 1.5
4,9,29,44,83,94 83 76 95 98 84,100.76 101.26 1.25 3.1 20.3 97.0 1.5
0,9,29,45,53,50 24 43 48 43 55,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,45,78,74 83 77 78 66 91,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,45,82,69 66 75 66 67 64,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,45,85,101 129 111 125 110 82,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,45,93,83 76 95 98 84 83,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,46,65,24 43 48 43 55 53,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,46,53,83 77 78 66 91 78,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,46,78,66 75 66 67 64 82,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,46,88,129 111 125 110 82 85,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,46,86,76 95 98 84 83 93,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,47,53,43 48 43 55 53 65,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,47,94,77 78 66 91 78 53,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,47,85,75 66 67 64 82 78,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,47,130,111 125 110 82 85 88,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,47,97,95 98 84 83 93 86,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,48,60,48 43 55 53 65 53,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,48,67,78 66 91 78 53 94,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,48,71,66 67 64 82 78 85,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,48,108,125 110 82 85 88 130,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,48,94,98 84 83 93 86 97,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,49,50,43 55 53 65 53 60,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,49,103,66 91 78 53 94 67,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,49,78,67 64 82 78 85 71,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,49,125,110 82 85 88 130 108,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,49,110,84 83 93 86 97 94,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,50,47,55 53 65 53 60 50,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,50,81,91 78 53 94 67 103,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,50,86,64 82 78 85 71 78,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,50,122,82 85 88 130 108 125,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,50,86,83 93 86 97 94 110,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,51,30,53 65 53 60 50 47,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,51,94,78 53 94 67 103 81,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,51,78,82 78 85 71 78 86,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,51,105,85 88 130 108 125 122,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,51,96,93 86 97 94 110 86,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,52,30,65 53 60 50 47 30,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,52,91,53 94 67 103 81 94,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,52,70,78 85 71 78 86 78,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,52,110,88 130 108 125 122 105,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,52,107,86 97 94 110 86 96,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,53,30,53 60 50 47 30 30,100.79 101.29 42.75 2.6 19.9 97.0 0.3
1,9,29,53,130,94 67 103 81 94 91,100.79 101.29 42.75 2.6 19.9 97.0 0.3
2,9,29,53,71,85 71 78 86 78 70,100.79 101.29 42.75 2.6 19.9 97.0 0.3
3,9,29,53,90,130 108 125 122 105 110,100.79 101.29 42.75 2.6 19.9 97.0 0.3
4,9,29,53,111,97 94 110 86 96 107,100.79 101.29 42.75 2.6 19.9 97.0 0.3
0,9,29,54,22,60 50 47 30 30 30,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,54,77,67 103 81 94 91 130,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,54,70,71 78 86 78 70 71,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,54,42,108 125 122 105 110 90,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,54,76,94 110 86 96 107 111,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,55,26,50 47 30 30 30 22,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,55,70,103 81 94 91 130 77,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,55,67,78 86 78 70 71 70,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,55,9,125 122 105 110 90 42,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,55,68,110 86 96 107 111 76,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,56,25,47 30 30 30 22 26,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,56,87,81 94 91 130 77 70,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,56,58,86 78 70 71 70 67,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,56,43,122 105 110 90 42 9,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,56,56,86 96 107 111 76 68,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,57,18,30 30 30 22 26 25,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,57,49,94 91 130 77 70 87,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,57,45,78 70 71 70 67 58,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,57,68,105 110 90 42 9 43,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,57,15,96 107 111 76 68 56,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,58,27,30 30 22 26 25 18,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,58,52,91 130 77 70 87 49,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,58,44,70 71 70 67 58 45,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,58,54,110 90 42 9 43 68,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,58,37,107 111 76 68 56 15,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,59,22,30 22 26 25 18 27,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,59,35,130 77 70 87 49 52,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,59,41,71 70 67 58 45 44,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,59,46,90 42 9 43 68 54,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,59,17,111 76 68 56 15 37,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,60,30,22 26 25 18 27 22,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,60,46,77 70 87 49 52 35,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,60,25,70 67 58 45 44 41,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,60,49,42 9 43 68 54 46,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,60,19,76 68 56 15 37 17,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,61,16,26 25 18 27 22 30,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,61,33,70 87 49 52 35 46,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,61,26,67 58 45 44 41 25,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,61,51,9 43 68 54 46 49,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,61,52,68 56 15 37 17 19,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,29,62,21,25 18 27 22 30 16,100.64 101.14 44.25 1.8 19.6 97.0 0.2
1,9,29,62,37,87 49 52 35 46 33,100.64 101.14 44.25 1.8 19.6 97.0 0.2
2,9,29,62,40,58 45 44 41 25 26,100.64 101.14 44.25 1.8 19.6 97.0 0.2
3,9,29,62,53,43 68 54 46 49 51,100.64 101.14 44.25 1.8 19.6 97.0 0.2
4,9,29,62,22,56 15 37 17 19 52,100.64 101.14 44.25 1.8 19.6 97.0 0.2
0,9,30,9,10,12 9 10 5 4 7,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,9,15,10 6 6 9 9 4,100.73 101.23 40.375 2.3 22.4 86.0 0.0
2,9,30,9,11,1 2 11 11 11 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
3,9,30,9,12,21 19 16 10 13 13,100.73 101.23 40.375 2.3 22.4 86.0 0.0
4,9,30,9,3,6 9 6 4 11 8,100.73 101.23 40.375 2.3 22.4 86.0 0.0
0,9,30,10,8,9 10 5 4 7 10,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,10,20,6 6 9 9 4 15,100.73 101.23 40.375 2.3 22.4 86.0 0.0
2,9,30,10,11,2 11 11 11 11 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
3,9,30,10,8,19 16 10 13 13 12,100.73 101.23 40.375 2.3 22.4 86.0 0.0
4,9,30,10,7,9 6 4 11 8 3,100.73 101.23 40.375 2.3 22.4 86.0 0.0
0,9,30,11,16,10 5 4 7 10 8,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,11,20,6 9 9 4 15 20,100.73 101.23 40.375 2.3 22.4 86.0 0.0
2,9,30,11,11,11 11 11 11 11 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
3,9,30,11,11,16 10 13 13 12 8,100.73 101.23 40.375 2.3 22.4 86.0 0.0
4,9,30,11,4,6 4 11 8 3 7,100.73 101.23 40.375 2.3 22.4 86.0 0.0
0,9,30,12,19,5 4 7 10 8 16,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,12,15,9 9 4 15 20 20,100.73 101.23 40.375 2.3 22.4 86.0 0.0
2,9,30,12,11,11 11 11 11 11 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
3,9,30,12,10,10 13 13 12 8 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
4,9,30,12,8,4 11 8 3 7 4,100.73 101.23 40.375 2.3 22.4 86.0 0.0
0,9,30,13,9,4 7 10 8 16 19,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,13,17,9 4 15 20 20 15,100.73 101.23 40.375 2.3 22.4 86.0 0.0
2,9,30,13,11,11 11 11 11 11 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
3,9,30,13,19,13 13 12 8 11 10,100.73 101.23 40.375 2.3 22.4 86.0 0.0
4,9,30,13,8,11 8 3 7 4 8,100.73 101.23 40.375 2.3 22.4 86.0 0.0
0,9,30,14,21,7 10 8 16 19 9,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,14,17,4 15 20 20 15 17,100.73 101.23 40.375 2.3 22.4 86.0 0.0
2,9,30,14,11,11 11 11 11 11 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
3,9,30,14,16,13 12 8 11 10 19,100.73 101.23 40.375 2.3 22.4 86.0 0.0
4,9,30,14,6,8 3 7 4 8 8,100.73 101.23 40.375 2.3 22.4 86.0 0.0
0,9,30,15,7,10 8 16 19 9 21,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,15,29,15 20 20 15 17 17,100.73 101.23 40.375 2.3 22.4 86.0 0.0
2,9,30,15,11,11 11 11 11 11 11,100.73 101.23 40.375 2.3 22.4 86.0 0.0
3,9,30,15,9,12 8 11 10 19 16,100.73 101.23 40.375 2.3 22.4 86.0 0.0
4,9,30,15,11,3 7 4 8 8 6,100.73 101.23 40.375 2.3 22.4 86.0 0.0
0,9,30,16,3,8 16 19 9 21 7,100.73 101.23 40.375 2.3 22.4 86.0 0.0
1,9,30,16,36,20 20 15 17 17 29,100.73 101.23 40.375 2.3 22.4 86.0 0.0
